Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10350362,2,"Friday, November  4, 2011 11:48:20 UTC",52.7839,-169.4877,2.5,4.80, 5,"Fox Islands, Aleutian Islands, Alaska"
us,b0006jna,7,"Friday, November  4, 2011 11:22:06 UTC",39.9422,14.8145,4.5,325.80,60,"Tyrrhenian Sea"
us,b0006jmh,5,"Friday, November  4, 2011 10:29:27 UTC",42.0443,139.8561,4.6,190.10,87,"Hokkaido, Japan region"
ak,10348689,2,"Friday, November  4, 2011 09:18:13 UTC",58.2523,-154.2162,3.2,81.00,39,"Alaska Peninsula"
ci,15072292,3,"Friday, November  4, 2011 07:53:06 UTC",32.1860,-115.2823,2.8,10.00,16,"Baja California, Mexico"
ak,10348630,2,"Friday, November  4, 2011 03:09:31 UTC",62.3686,-149.3508,2.6,41.70,49,"Central Alaska"
ci,15072204,4,"Friday, November  4, 2011 03:01:26 UTC",32.1753,-115.2403,3.3,13.90,18,"Baja California, Mexico"
us,b0006jit,8,"Friday, November  4, 2011 02:59:18 UTC",36.0412,141.1481,5.0,35.00,208,"near the east coast of Honshu, Japan"
us,b0006jif,7,"Friday, November  4, 2011 02:39:41 UTC",19.5317,-109.3667,4.0,10.00,62,"Revilla Gigedo Islands region"
pr,11308000,0,"Friday, November  4, 2011 00:54:06 UTC",18.9379,-67.7340,3.2,22.00, 7,"Puerto Rico region"
ak,10348486,2,"Thursday, November  3, 2011 20:41:28 UTC",51.0688,-176.0195,3.3,25.70,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10348480,3,"Thursday, November  3, 2011 20:23:52 UTC",51.1809,-176.0380,4.1,25.80,16,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11307004,0,"Thursday, November  3, 2011 20:10:55 UTC",18.9829,-67.5169,3.0,20.00, 4,"Puerto Rico region"
ak,10348450,2,"Thursday, November  3, 2011 19:34:38 UTC",57.5336,-154.8947,2.5,52.20,18,"Kodiak Island region, Alaska"
ak,10349107,2,"Thursday, November  3, 2011 16:01:47 UTC",51.9821,-171.4443,3.1,41.40, 9,"Fox Islands, Aleutian Islands, Alaska"
us,b0006j0f,A,"Thursday, November  3, 2011 15:47:33 UTC",55.5507,163.9874,5.0,21.90,174,"off the east coast of the Kamchatka Peninsula, Russia"
pr,11307002,0,"Thursday, November  3, 2011 12:56:37 UTC",19.4109,-67.8089,3.2,51.90, 6,"Dominican Republic region"
us,b0006itr,4,"Thursday, November  3, 2011 11:40:11 UTC",-24.1756,-69.9020,5.2,91.20,175,"Antofagasta, Chile"
us,b0006iti,7,"Thursday, November  3, 2011 11:34:20 UTC",36.4504,71.3215,4.9,95.00,60,"Hindu Kush region, Afghanistan"
ak,10349095,2,"Thursday, November  3, 2011 11:19:23 UTC",52.4056,-168.7113,2.6,8.00, 5,"Fox Islands, Aleutian Islands, Alaska"
ak,10348204,2,"Thursday, November  3, 2011 11:19:23 UTC",59.7690,-152.0078,2.6,66.20,53,"Southern Alaska"
us,b0006irn,7,"Thursday, November  3, 2011 10:34:29 UTC",35.7838,139.9833,5.1,70.40,131,"near the south coast of Honshu, Japan"
us,b0006iqm,3,"Thursday, November  3, 2011 09:57:24 UTC",-31.3948,-71.8989,4.6,21.60,17,"offshore Coquimbo, Chile"
us,b0006ine,3,"Thursday, November  3, 2011 07:55:00 UTC",-34.2488,-72.3347,4.6,13.00,12,"offshore Libertador O'Higgins, Chile"
pr,11307001,0,"Thursday, November  3, 2011 07:42:47 UTC",18.9470,-67.6190,3.4,7.00,13,"Puerto Rico region"
us,b0006ime,6,"Thursday, November  3, 2011 06:37:49 UTC",-55.5458,-28.1544,4.9,46.20,20,"South Sandwich Islands region"
ci,15071996,2,"Thursday, November  3, 2011 05:49:23 UTC",32.2085,-115.2843,2.6,15.10,22,"Baja California, Mexico"
us,b0006ilp,4,"Thursday, November  3, 2011 05:42:22 UTC",-8.0975,119.5857,4.4,184.30,15,"Flores region, Indonesia"
ci,15071972,2,"Thursday, November  3, 2011 04:21:28 UTC",32.1500,-115.2517,2.7,10.00,19,"Baja California, Mexico"
nc,71675026,3,"Thursday, November  3, 2011 03:14:30 UTC",39.2478,-123.4223,2.5,0.00,66,"Northern California"
hv,60280336,1,"Thursday, November  3, 2011 02:23:57 UTC",19.1305,-155.5832,2.9,8.50,45,"Island of Hawaii, Hawaii"
us,b0006ik8,4,"Thursday, November  3, 2011 01:51:41 UTC",-31.3847,-71.9081,4.7,22.40,17,"offshore Coquimbo, Chile"
pr,11307000,0,"Thursday, November  3, 2011 01:49:07 UTC",18.9599,-67.6289,3.4,23.00,10,"Puerto Rico region"
us,b0006ijt,3,"Thursday, November  3, 2011 00:19:00 UTC",-10.2041,161.0528,4.7,54.40,35,"Solomon Islands"
ak,10346816,3,"Wednesday, November  2, 2011 22:39:26 UTC",52.1472,-171.4740,3.4,41.70,10,"Fox Islands, Aleutian Islands, Alaska"
us,b0006ihk,3,"Wednesday, November  2, 2011 22:05:47 UTC",-5.4837,151.9102,4.5,64.70,11,"New Britain region, Papua New Guinea"
us,b0006ih3,5,"Wednesday, November  2, 2011 21:44:15 UTC",38.9392,43.5532,4.4,5.00, 0,"eastern Turkey"
pr,11306008,0,"Wednesday, November  2, 2011 21:07:21 UTC",19.1240,-66.4889,2.9,25.10, 6,"Puerto Rico region"
pr,11306007,0,"Wednesday, November  2, 2011 21:00:16 UTC",18.9880,-64.7919,3.0,57.00, 4,"Virgin Islands region"
ak,10346759,2,"Wednesday, November  2, 2011 20:53:09 UTC",51.4515,-176.4441,2.9,31.30,14,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11306009,0,"Wednesday, November  2, 2011 20:52:16 UTC",19.1299,-66.4869,3.0,18.20,10,"Puerto Rico region"
pr,11306006,0,"Wednesday, November  2, 2011 20:48:52 UTC",19.1509,-66.4810,3.0,19.00,17,"Puerto Rico region"
ci,15071804,3,"Wednesday, November  2, 2011 20:28:07 UTC",31.9172,-117.1223,3.3,10.00,20,"offshore Baja California, Mexico"
pr,11306005,0,"Wednesday, November  2, 2011 20:21:36 UTC",18.7929,-64.6559,3.2,79.00, 4,"Virgin Islands region"
us,b0006ib9,9,"Wednesday, November  2, 2011 19:01:33 UTC",9.6544,-84.7882,5.4,39.60,266,"Costa Rica"
ci,15071740,2,"Wednesday, November  2, 2011 18:48:59 UTC",32.0848,-115.1770,2.6,5.70, 8,"Baja California, Mexico"
ci,15071724,2,"Wednesday, November  2, 2011 17:42:34 UTC",34.4938,-119.2768,2.5,2.80,42,"Southern California"
nc,71674696,3,"Wednesday, November  2, 2011 17:32:05 UTC",38.1555,-121.9133,2.8,20.40,107,"Northern California"
